Mode,NLC,ASC,Station,Coverage,Source,Mon-Thu Entries,Fri Entries,Sat Entries,Sun Entries,Mon-Thu Exits,Fri Exits,Sat Exits,Sun Exits,En/Ex
LO,6965,LSTr,Liverpool Street NR,LO boarding / alighting,Manual Count,13227,12187,9832,6799,13209,12555,10535,6617,6209630
LO,6966,LOFr,London Fields,Station entry / exit,Scaled,2254,2264,2193,1594,2331,2341,2620,2080,1188188
LO,5150,NWXr,New Cross,LO boarding / alighting,Loadweigh,3054,3124,2970,2030,3056,2908,2897,2184,1532792
LO,5345,NXGr,New Cross Gate,LO boarding / alighting,Scaled,5157,5365,5076,2994,6095,5830,4598,3218,2724966
LO,659,NWBu,North Wembley,LO boarding / alighting,Scaled,717,710,439,317,656,654,392,316,314603
LO,5376,NWDr,Norwood Junction,LO boarding / alighting,Scaled,1976,1916,1468,1021,1801,1766,1302,879,886919
LO,5423,PMRr,Peckham Rye,LO boarding / alighting,Scaled,3826,3945,4288,3131,4716,4943,4950,3879,2241738
LO,5378,PNWr,Penge West,Station entry / exit,Manual Count,1164,1266,1186,757,1105,1162,999,710,572881
LO,680,QPKu,Queen's Park,LO boarding / alighting,Scaled,2240,2237,1969,1539,2239,2206,1708,1631,1104025
LO,5424,QRPr,Queens Road Peckham,Station entry / exit,Scaled,2352,1919,2411,1675,2311,1867,2373,1753,1158467
LO,6967,RECr,Rectory Road,Station entry / exit,Manual Count,1965,1688,1465,1034,1762,1560,1284,1073,869834
LO,686,RMDu,Richmond,LO boarding / alighting,Loadweigh,4386,4333,4621,5013,4514,4646,4780,5425,2434923
LO,6886,RMFr,Romford,LO boarding / alighting,Scaled,863,856,435,297,1003,1023,591,283,413924
LO,1039,ROEr,Rotherhithe,Station entry / exit,Gateline,1796,1944,1708,1205,1610,1666,1455,1157,860347
LO,698,SVSu,Seven Sisters,LO boarding / alighting,Manual Count,10750,11372,9463,7066,9936,10175,8477,6475,5132396
LO,1082,SDEr,Shadwell LO,Station entry / exit,Gateline,5279,5733,5079,3423,5403,5703,4754,3442,2678672
LO,9587,SPBr,Shepherd's Bush NR,Station entry / exit,Gateline,9045,9472,8784,5501,9074,9685,8974,5507,4551302
LO,1024,SDCr,Shoreditch High Street,Station entry / exit,Gateline,8209,8647,9213,6663,8745,10760,11795,6829,4601311
LO,6972,SLVr,Silver Street,Station entry / exit,Scaled,3556,3465,2412,1846,3630,3635,2453,1949,1682406
LO,1452,SATr,South Acton,Station entry / exit,Scaled,1592,1618,1501,1327,1684,1629,1422,1398,831678
LO,1451,SOHr,South Hampstead,Station entry / exit,Scaled,855,862,634,574,829,868,660,574,412312
LO,709,SKTu,South Kenton,LO boarding / alighting,Scaled,421,447,358,531,694,694,484,567,284940
LO,7404,STOr,South Tottenham,Station entry / exit,Gateline,1986,1974,1394,1054,2053,2092,1451,1011,950085
LO,6947,SBUr,Southbury,Station entry / exit,Gateline,1443,1432,1024,733,1525,1454,1046,795,693974
LO,6973,SJSr,St James Street,Station entry / exit,Gateline,1845,1892,1678,1049,1829,1792,1522,1016,893897
LO,6968,SMHr,Stamford Hill,Station entry / exit,Scaled,1507,1542,1013,801,1475,1477,883,739,695033
LO,6934,SKWr,Stoke Newington,Station entry / exit,Manual Count,2519,2423,2043,1449,2395,2222,1895,1438,1176525
LO,717,SPKu,Stonebridge Park,LO boarding / alighting,Scaled,1036,1012,422,287,1027,985,406,277,440025
LO,719,SFDu,Stratford,LO boarding / alighting,Loadweigh,20080,20730,24687,25297,19124,19038,23061,24595,11121978
LO,1083,SQEr,Surrey Quays,Station entry / exit,Gateline,6214,6702,6031,3561,5547,5840,5361,3233,2939844
LO,5437,SYDr,Sydenham,LO boarding / alighting,Scaled,2701,2674,2623,1680,3274,3250,2478,1932,1456686
LO,6949,TEOr,Theobalds Grove,Station entry / exit,Gateline,1060,995,630,609,963,885,568,565,466660
LO,6952,TURr,Turkey Street,Station entry / exit,Gateline,1539,1493,917,711,1425,1323,781,676,671342
LO,736,UPMu,Upminster,LO boarding / alighting,Scaled,718,699,488,185,710,680,442,223,318551
LO,1524,UHLr,Upper Holloway,Station entry / exit,Manual Count,2431,2419,1754,1181,2540,2760,1796,1158,1169992
LO,742,WALu,Walthamstow Central,LO boarding / alighting,Scaled,5555,5663,4941,3340,4844,4755,6580,4612,2702322
LO,7407,WMWr,Walthamstow Queen's Road,Station entry / exit,Scaled,1755,1747,1398,810,1673,1682,2458,1403,877303
LO,5372,WWRr,Wandsworth Road,Station entry / exit,Scaled,988,679,874,553,979,674,833,563,455293
LO,7408,WNPr,Wanstead Park,Station entry / exit,Gateline,1915,1925,1544,875,1849,1825,1459,878,890743
LO,1085,WPEr,Wapping,Station entry / exit,Gateline,2670,2912,2963,1805,2521,2623,2666,1739,1340834
LO,1455,WFHr,Watford High Street,Station entry / exit,Gateline,1926,2026,2224,1213,1784,1971,2245,1179,971404
LO,1402,WFJr,Watford Junction,LO boarding / alighting,Scaled,2006,2144,2709,2239,2044,2028,2547,2171,1135592
LO,751,WEMu,Wembley Central,LO boarding / alighting,Scaled,1929,1624,2346,1376,2045,1772,2012,1133,988833
LO,755,WBTu,West Brompton,LO boarding / alighting,Scaled,4118,3987,3847,2804,4198,4175,4123,2723,2076216
LO,5411,WCYr,West Croydon NR,LO boarding / alighting,Loadweigh,4328,4241,5728,4099,4066,4004,5195,3845,2293962
LO,1421,WHDr,West Hampstead LO,Station entry / exit,Gateline,6484,6610,5506,3513,6437,6451,5268,3437,3117437
LO,6956,WHLr,White Hart Lane,Station entry / exit,Gateline,2605,2721,1725,1098,2417,2495,1528,1066,1161269
LO,763,WCLu,Whitechapel,LO boarding / alighting,Scaled,15504,14294,12860,11771,15153,13862,13063,11939,7576025
LO,766,WJNu,Willesden Junction,LO boarding / alighting,Scaled,13108,11843,8556,3795,14327,12502,9497,4768,6074653
LO,6954,WSTr,Wood Street,Station entry / exit,Scaled,2802,2543,2017,1439,2542,2225,1771,1491,1242080
LO,7467,WGRr,Woodgrange Park,Station entry / exit,Gateline,1392,1382,1098,696,1289,1246,948,622,631946
DLR,750,ABRd,Abbey Road,Station entry / exit,APC,1658,1665,1326,1012,1625,1625,1332,1039,796342
DLR,850,ALSd,All Saints,Station entry / exit,APC,2323,2418,2007,1434,2301,2348,1916,1413,1131935
DLR,513,BNKu,Bank and Monument,DLR boarding / alighting,Manual Count,24937,21964,17643,13154,29125,25589,21435,14979,12475324
DLR,895,BECd,Beckton,Station entry / exit,APC,2893,2808,2078,1509,2987,2881,2140,1508,1373476
DLR,891,BEPd,Beckton Park,Station entry / exit,Manual Count,623,601,460,312,610,574,420,332,287548
DLR,882,BLAd,Blackwall,Station entry / exit,APC,2150,2188,1700,1199,2475,2366,1815,1361,1097865
DLR,851,BOCd,Bow Church,Station entry / exit,Manual Count,3402,3410,3389,1913,3273,3300,3375,1851,1655934
DLR,842,CAWd,Canary Wharf DLR,Station entry / exit,APC,13542,12244,10457,7488,14682,13633,11411,7918,6634865
DLR,884,CNTu,Canning Town,DLR boarding / alighting,APC,28205,27143,26795,19506,26478,25942,25307,18018,13622168
DLR,854,CROd,Crossharbour,Station entry / exit,APC,4640,4809,4119,2892,4582,4591,3860,2831,2260969
DLR,887,CUHd,Custom House,Station entry / exit,APC,4675,3311,3710,2146,4650,3013,3442,1881,2065445
DLR,879,CUSd,Cutty Sark,Station entry / exit,APC,7442,7580,8197,6026,7774,7650,7783,5930,3920658
DLR,893,CYPd,Cyprus,Station entry / exit,APC,2856,1963,930,732,2898,1876,914,781,1138664
DLR,897,DEBd,Deptford Bridge,Station entry / exit,Manual Count,3485,3695,3503,2439,3468,3658,3453,2313,1766459
DLR,867,DERd,Devons Road,Station entry / exit,APC,3026,3079,2514,1864,2947,2855,2371,1832,1447472
DLR,883,EAId,East India,Station entry / exit,APC,5373,5204,3652,2630,4787,4526,3079,2177,2333112
DLR,898,ELRd,Elverson Road,Station entry / exit,APC,1905,1960,1637,1216,1709,1683,1398,1128,884912
DLR,894,GARd,Gallions Reach,Station entry / exit,APC,2185,2132,1938,1393,2322,2162,1942,1475,1095624
DLR,928,GREd,Greenwich,DLR boarding / alighting,APC,5140,5489,5281,3748,5363,5736,5911,4127,2725047
DLR,855,HEQd,Heron Quays,Station entry / exit,APC,7886,7202,6473,4973,8157,7649,6872,5024,3857998
DLR,856,ISGd,Island Gardens,Station entry / exit,APC,3162,3290,2989,2098,2941,2901,2577,1913,1514372
DLR,523,KGVd,King George V,Station entry / exit,APC,2635,2644,1866,1324,2672,2614,1806,1359,1237801
DLR,853,LAPd,Langdon Park,Station entry / exit,APC,5998,6023,5006,3856,5337,5395,4444,3395,2768650
DLR,940,LEWd,Lewisham DLR,Station entry / exit,APC,9662,9682,8037,5691,9851,9680,7877,5718,4701185
DLR,862,LIMd,Limehouse DLR,Station entry / exit,APC,8284,8531,6192,4239,11989,12314,8670,6288,4798610
DLR,533,LCAd,London City Airport,Station entry / exit,APC,3629,3767,1490,2237,3311,3792,1329,2114,1601328
DLR,857,MUDd,Mudchute,Station entry / exit,APC,2336,2446,2208,1590,2219,2225,2013,1611,1142393
DLR,538,PDKd,Pontoon Dock,Station entry / exit,APC,3430,3674,3680,2644,3504,3620,3605,2643,1794022
DLR,858,POPd,Poplar,Station entry / exit,APC,1707,1578,1051,956,1883,1798,1122,1042,825604
DLR,888,PRRd,Prince Regent,Station entry / exit,APC,2840,2513,2350,1730,3009,2658,2375,1627,1381287
DLR,859,PMLd,Pudding Mill Lane,Station entry / exit,APC,1311,1319,966,697,1298,1262,934,704,614843
DLR,890,ROAd,Royal Albert,Station entry / exit,APC,1541,1411,1315,1223,1694,1676,1483,1131,798208
DLR,886,ROVd,Royal Victoria,Station entry / exit,APC,4463,4908,5851,4020,3746,4441,5130,3487,2286632
DLR,860,SHAd,Shadwell DLR,Station entry / exit,APC,9971,10200,7812,5135,9592,9838,7622,4992,4667783
DLR,861,SOQd,South Quay,Station entry / exit,APC,5429,5396,3675,2626,5426,5198,3472,2480,2497386
DLR,889,STLd,Star Lane,Station entry / exit,APC,2042,2001,1253,1067,2159,2169,1322,1139,970623
DLR,719,SFDu,Stratford,DLR boarding / alighting,APC,20654,21735,21501,14128,18554,19540,18697,12293,9977028
DLR,749,SHSd,Stratford High Street,Station entry / exit,APC,1854,1851,1381,1042,1890,1859,1380,1085,888438
DLR,504,STId,Stratford International DLR,Station entry / exit,APC,5609,5856,5079,3662,4810,5257,4600,3488,2623668
DLR,864,TOGd,Tower Gateway,Station entry / exit,APC,4508,4332,4241,2822,5203,5131,4948,3392,2401001
DLR,757,WHMu,West Ham,DLR boarding / alighting,APC,4523,4638,3326,2497,3863,3948,3075,2188,2005602
DLR,866,WIQd,West India Quay,Station entry / exit,APC,2308,3184,3157,2188,2244,3134,3197,2217,1329826
DLR,559,WSId,West Silvertown,Station entry / exit,APC,3127,3022,2564,1818,3123,3053,2623,1873,1505609
DLR,865,WESd,Westferry,Station entry / exit,APC,6290,6430,5284,3644,6275,6318,5175,3797,3049242
DLR,573,WOAd,Woolwich Arsenal,Station entry / exit,APC,17771,18470,14940,10140,17334,17119,13856,10366,8491604
EZL,3000,AMLr,Acton Main Line,Station entry / exit,Scaled,759,788,611,335,651,656,532,311,316257
EZL,6872,BREr,Brentwood,Station entry / exit,Gateline,3454,3254,2102,1146,3173,2953,1953,1104,1390728
EZL,3176,BNMr,Burnham,Station entry / exit,Manual Count,2111,2054,1322,896,2045,2074,1186,933,894325
EZL,6874,CTHr,Chadwell Heath,Station entry / exit,Gateline,5642,5577,3947,2530,5378,5124,3543,2432,2396450
EZL,560,EBYu,Ealing Broadway,TfL Rail boarding / alighting,Scaled,2791,2809,2435,1650,3221,3077,2616,1869,1372461
EZL,6876,FOGr,Forest Gate,Station entry / exit,Gateline,5708,5858,4368,2954,5730,5532,4067,2973,2548489
EZL,6877,GDPr,Gidea Park,Station entry / exit,Gateline,3837,3508,2419,1322,3488,3075,2061,1349,1533725
EZL,6878,GMYr,Goodmayes,Station entry / exit,Gateline,5049,4920,3400,2214,4884,4664,3122,2135,2145176
EZL,3191,HANr,Hanwell,Station entry / exit,Manual Count,1462,1369,1051,500,1202,1183,861,553,576380
EZL,6879,HROr,Harold Wood,Station entry / exit,Gateline,4313,4145,2613,1452,4116,3844,2312,1305,1760138
EZL,3186,HAYr,Hayes & Harlington,TfL Rail boarding / alighting,Scaled,3891,3875,3090,2041,3406,3038,2451,1774,1620176
EZL,7091,HAFr,Heathrow Terminal 4 EL,,,0,0,0,0,0,0,0,0,0
EZL,9846,HWVr,Heathrow Terminal 5 EL,TfL Rail boarding / alighting,Loadweigh,236,286,1364,1503,129,136,1365,1213,260928
EZL,7090,HXXr,Heathrow Terminals 2 & 3 EL,TfL Rail boarding / alighting,Scaled,1507,1607,1431,1650,1343,1520,1302,1378,723162
EZL,6881,IFDr,Ilford,Station entry / exit,Gateline,8956,8789,7381,5000,9271,8952,7199,4982,4106402
EZL,3170,IVRr,Iver,Station entry / exit,Manual Count,436,441,263,181,405,423,265,176,182117
EZL,3171,LNYr,Langley,Station entry / exit,Manual Count,1355,1294,924,650,1233,1255,839,551,565434
EZL,6965,LSTr,Liverpool Street NR,TfL Rail boarding / alighting,Loadweigh,21997,20065,12672,6516,26683,25598,18686,9362,10251278
EZL,3147,MAIr,Maidenhead,TfL Rail boarding / alighting,Manual Count,4352,3517,3378,2538,4603,3954,3280,2636,1964707
EZL,6883,MNPr,Manor Park,Station entry / exit,Gateline,4036,4084,3106,2099,3964,3801,2834,2055,1781334
EZL,6970,MYLr,Maryland,Station entry / exit,Gateline,3092,3211,2317,1497,2862,2766,1879,1450,1316546
EZL,3087,PADr,Paddington NR,TfL Rail boarding / alighting,Loadweigh,17232,14600,19075,13326,17576,17666,21488,13468,8513238
EZL,3149,RDGr,Reading,TfL Rail boarding / alighting,Loadweigh,3069,2990,2175,1530,3714,3888,3397,2212,1544095
EZL,6886,RMFr,Romford,TfL Rail boarding / alighting,Scaled,11539,11760,9278,5828,13002,13069,10080,6310,5506235
EZL,6893,SVKr,Seven Kings,TfL Rail boarding / alighting,Scaled,4883,4792,3456,2289,4493,4236,3014,2136,2046889
EZL,6888,SNFr,Shenfield,TfL Rail boarding / alighting,Loadweigh,2924,2951,2018,1065,3933,3967,2757,1726,1493660
EZL,3172,SLOr,Slough,TfL Rail boarding / alighting,Manual Count,4555,5190,3430,3553,4425,5402,3395,4020,2170889
EZL,3187,STLr,Southall,Station entry / exit,Gateline,5246,5109,4170,2808,5067,4765,3711,2550,2294079
EZL,719,SFDu,Stratford,TfL Rail boarding / alighting,Scaled,26355,27528,30133,19926,27359,29448,30003,19397,13233567
EZL,3151,TAPr,Taplow,Station entry / exit,Manual Count,600,563,557,319,553,542,545,349,266945
EZL,3155,TWYr,Twyford,TfL Rail boarding / alighting,Manual Count,1801,1912,1646,983,1798,1904,1640,1023,837725
EZL,3174,WDTr,West Drayton,Station entry / exit,Gateline,3272,3247,2652,1519,2876,2708,2095,1390,1361605
EZL,3188,WEAr,West Ealing,TfL Rail boarding / alighting,Scaled,2052,2059,1710,805,2113,1952,1437,865,908453
TRM,9441,ADVt,Addington Village,Trams boarding / alighting,APC,1245,1245,892,503,1134,1134,807,489,593587
TRM,9440,ADSt,Addiscombe,Trams boarding / alighting,APC,1919,1919,1711,1049,1552,1552,1338,897,909511
TRM,9442,AMPt,Ampere Way,Trams boarding / alighting,APC,1649,1649,2299,1509,1801,1801,2541,1596,1025273
TRM,9443,ARNt,Arena,Trams boarding / alighting,APC,1490,1490,1326,760,1227,1227,1096,710,711181
TRM,9444,AVRt,Avenue Road,Trams boarding / alighting,APC,178,178,162,101,103,103,119,66,75180
TRM,9445,BCJt,Beckenham Junction Trams,Trams boarding / alighting,APC,1432,1432,1318,908,2090,2090,2127,1415,951355
TRM,9446,BCRt,Beckenham Road,Trams boarding / alighting,APC,462,462,383,211,448,448,383,250,235025
TRM,9449,BDLt,Beddington Lane,Trams boarding / alighting,APC,374,374,264,123,413,413,252,151,192204
TRM,9450,BGWt,Belgrave Walk,Trams boarding / alighting,APC,786,786,523,358,837,837,545,356,402624
TRM,9454,BKBt,Birkbeck Trams,Trams boarding / alighting,APC,372,372,353,205,288,288,277,153,174519
TRM,9459,BHLt,Blackhorse Lane,Trams boarding / alighting,APC,1175,1175,957,671,940,940,753,557,549911
TRM,9488,TWRt,Centrale,Trams boarding / alighting,APC,1002,1002,870,568,1470,1470,1659,950,667607
TRM,9460,CSTt,Church Street,Trams boarding / alighting,APC,3014,3014,2833,1800,1839,1839,1657,1070,1287204
TRM,9464,COOt,Coombe Lane,Trams boarding / alighting,APC,278,278,184,95,262,262,167,119,132736
TRM,9468,DDRt,Dundonald Road,Trams boarding / alighting,APC,516,516,291,216,602,602,417,278,276238
TRM,9470,ECRt,East Croydon Trams,Trams boarding / alighting,APC,9660,9660,8644,5831,9164,9164,7957,4980,4946699
TRM,9471,ELMt,Elmers End Trams,Trams boarding / alighting,APC,1077,1077,1011,636,1026,1026,958,668,561146
TRM,9472,FLWt,Fieldway,Trams boarding / alighting,APC,1024,1024,812,539,988,988,740,547,516819
TRM,9473,GSTt,George Street,Trams boarding / alighting,APC,2192,2192,2064,1279,3305,3305,3407,1862,1469273
TRM,9474,GVHt,Gravel Hill,Trams boarding / alighting,APC,617,617,322,182,636,636,286,178,294148
TRM,9475,HRDt,Harrington Road,Trams boarding / alighting,APC,467,467,456,272,307,307,284,197,206593
TRM,9476,KHDt,King Henry's Drive,Trams boarding / alighting,APC,534,534,433,290,755,755,618,432,334465
TRM,9477,LEBt,Lebanon Road,Trams boarding / alighting,APC,1221,1221,1165,732,1183,1183,1072,729,639725
TRM,9478,LPKt,Lloyd Park,Trams boarding / alighting,APC,830,830,679,474,780,780,666,471,420737
TRM,9479,MPKt,Merton Park,Trams boarding / alighting,APC,715,715,504,303,638,638,410,268,335768
TRM,9480,MTMt,Mitcham,Trams boarding / alighting,APC,1499,1499,1211,798,1773,1773,1321,891,837465
TRM,9481,MTJt,Mitcham Junction Trams,Trams boarding / alighting,APC,1495,1495,1183,740,1677,1677,1286,802,808809
TRM,9482,MRDt,Morden Road,Trams boarding / alighting,APC,1072,1072,737,464,1062,1062,704,440,529641
TRM,9484,NADt,New Addington,Trams boarding / alighting,APC,1673,1673,1229,886,1880,1880,1470,1027,910692
TRM,9485,PHLt,Phipps Bridge,Trams boarding / alighting,APC,993,993,798,608,1089,1089,815,614,538962
TRM,9486,RVCt,Reeves Corner,Trams boarding / alighting,APC,171,171,189,124,980,980,1047,602,314093
TRM,9487,SANt,Sandilands,Trams boarding / alighting,APC,2575,2575,2081,1246,2392,2392,1796,1205,1268297
TRM,9491,TPLt,Therapia Lane,Trams boarding / alighting,APC,1817,1817,1340,868,1989,1989,1449,929,961144
TRM,9497,WDMt,Waddon Marsh,Trams boarding / alighting,APC,1249,1249,1351,882,1404,1404,1425,941,726893
TRM,9498,WPKt,Wandle Park,Trams boarding / alighting,APC,1422,1422,1454,932,1538,1538,1509,1065,804251
TRM,9499,WLRt,Wellesley Road,Trams boarding / alighting,APC,1150,1150,1029,665,333,333,267,184,389008
TRM,8776,WCRt,West Croydon Trams,Trams boarding / alighting,APC,2614,2614,2420,1695,3104,3104,2675,1829,1514414
TRM,8777,WMBt,Wimbledon Trams,Trams boarding / alighting,APC,3862,3862,3155,1905,3259,3259,2956,1680,1843892
TRM,8779,WDSt,Woodside,Trams boarding / alighting,APC,1088,1088,805,541,881,881,646,471,500843
